,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1,0.03389717923489708,0.558163894389005,0.37982868551230364,-0.09950799938238869,1.0151136922752435,-0.23540567771529702,-0.01811088565247654,0.8573315029312484,-0.02717281203764201,0.4899710627120153,-0.7816616193841027,-1.3077192837222713,-0.13873922383367432,0.9123155420714204,0.5344606035494087,-0.31298932438629135,0.8231868821525798,0.42307039422253345,-0.3822576662842391,0.3672448281940037
1,0,-0.7436142251383913,0.2534337917069625,-0.4196179069789473,-0.31516262447073684,0.5830199641513508,0.17557178481152588,-0.19009831098075564,1.2537729871654382,-0.09787779210862552,0.2983647771938266,-0.7999187155086006,0.03905563056175387,0.39790036078331764,-1.0954237201496393,0.16132008306856227,0.03192234372484597,-0.2952715242831297,0.0906508244484909,0.434516974668307,-0.9836766934688064
2,1,-0.520505701422154,0.2212348528546917,-0.07888073723714945,-0.05669625604197952,0.4916269102338669,0.8878922226826184,-0.098815350316771,-0.4244898693427359,-0.7434832574943108,0.2816772868784761,-1.0145272201939357,0.35285764028634975,0.7828267065970596,-1.2296033924060175,0.017551938729159316,0.2544309278751981,1.0084649431980393,0.3568463568279588,0.46644326784287415,0.19395225356401027
3,1,-0.41004728370390986,0.23866882607707346,0.26844181259238037,0.030884446322634512,1.0436078776469098,-0.2626409681490097,-0.20113107405160935,-0.07360513902062267,0.5091123412722652,-0.06933753132973988,-0.26016771754099727,0.08495003512843892,0.0851979080481465,0.34275152355314165,-0.7146897695454206,-0.35179746089722747,-0.2168189806062847,0.33780662005288226,-0.5258364740951564,0.3672448281940037
4,1,-0.07381039254957633,-1.7431921730833515,0.08527340753188878,0.041046961435995837,1.8190610492966885,0.38366653143894597,0.11827367642623449,-0.5540660116967906,0.8230907494056281,-1.1514648659179347,-0.06822804463898827,1.2621611426029398,0.7214224197208021,-1.871056832955596,0.050726891572842915,0.7663794596435822,0.6543436710698479,0.0548253200857598,-0.22047857696475934,0.00895892047791139
5,1,-0.9183737758331487,0.3182464907940427,0.060059508262574605,-0.006461934779336696,0.34682009076883813,0.10547295016977812,-0.14634490634081193,-0.5756981672531194,-1.9044808632942454,0.403449612098127,-0.37538324110867216,-0.7844980810525338,0.6165097965645854,-0.5400854890455675,0.08787660125689109,0.3405870339069033,0.9909714838727361,0.1832260665733878,1.4553825885965783,-1.1671204996934528
6,1,0.1557570949540017,-0.06773116555836241,0.24891324626604897,0.0691972554712533,1.1067020547682866,0.5094317169516484,-0.1942276555508766,-0.31549000241067976,-1.5036150717445644,0.1548548889101369,-0.7548421002954101,-1.0375350866275272,-0.029645995137381007,0.11096642730354857,-0.06268642635550495,-0.16463440501481372,0.7091230475624415,0.4682054433973129,-0.4422937247550688,0.3346863520391457
7,0,-0.30947430893250116,-0.0014986881333384605,0.2456587394927891,0.0759634715422024,0.6715918966311901,-0.5899266763394783,-0.4387813801342347,-0.22386235788584355,-0.8386034859595256,0.025950437442900882,-0.8703477583096735,-0.28871310661715605,0.16508674543350396,-0.3024976148745638,0.004256094283267085,-0.01783217843099039,0.1368154834368601,0.16157871849080474,-0.37563198128144587,0.19864360116953408
8,1,0.2215696639037732,-0.7376917007584262,0.665494452970665,0.2961259153583256,1.2062234020416722,-0.5783206779952234,0.5959370981639919,1.3634780816094116,1.1847251199841484,-0.763950095817181,-1.3247720281999973,-0.1832129018796484,0.30011192888840044,-0.7111060514758001,-0.1364406726903679,0.1741394003453619,-0.7023209578081019,-0.3598477050154335,-0.5929049425017483,0.3672448281940037
9,0,-0.3429156569724838,0.12216783125081278,-1.3606546667143014,-0.36041411358153297,-0.8637993647664883,0.7002273047304752,0.21909929446586646,1.3554179211127027,-0.4828269360407285,0.18703338180406398,-0.6716724571334493,-0.6151050537191014,0.7626885249790311,-1.609349252467296,0.040617503818460535,0.3479107994901025,1.1322592041301864,0.5471415139260346,0.07740432658301206,-1.0501669868712786
